%"wig20"	"acp"	"bio"	"bre"	"bzw"	"cez"	"cps"	"gtn"	"gtc"	"kgh"	"lts"	"pbg"	"peo"	"pkn"	"pko"	"pxm"	"tps"	"tvn"
1807.39	54.2	0.31	157	85.15	145	16.45	5.97	20	78.5	19.11	215.2	108.6	24.65	25.19	3.46	15.98	10.12
1810.38	54.65	0.32	162.6	85.15	140.6	16.15	6.1	20.59	77.3	19.35	218.5	112	24.28	25.07	3.55	15.6	10
1810.97	54.8	0.3	167	86.6	137	16.1	6.05	21.1	76.25	19.51	217.5	114	24.6	25.1	3.46	15.39	10
1828.27	55.5	0.29	170.1	88	140.3	16.45	6.11	21.98	76.8	20	222	113	25.1	25.12	3.46	15.7	10
1841.04	54.2	0.28	171.5	86.7	140.4	16.05	6.11	21.8	79	19.91	218.2	113.5	25.5	25.55	3.45	15.9	9.99
1883.16	54.75	0.27	172.5	90.6	143.2	15.9	6.22	22.05	82.9	20.7	226.7	115.1	26.7	26.19	3.53	15.7	10.03
1862.36	54.45	0.26	171	90	145.9	15.35	6.3	22.05	81.5	20.2	235	114.5	26.38	25.5	3.46	15.37	10.02
1878	54.3	0.27	171	90.8	144.7	15.2	6.3	22.11	83.8	21	227.9	116.7	26.1	26.35	3.55	15.11	10.3
1858.24	55	0.27	169.9	89.1	147.4	15.2	6.39	21.7	83.5	20.5	224.6	114.6	25.77	25.25	3.56	15.11	10.34
1852.87	55	0.27	170.6	87.65	151.4	15.4	6.34	21.2	81	20.89	221.4	115.6	25.82	24.99	3.63	15.4	10.34
1864.43	55.15	0.27	173	88.5	148	15	6.34	21.01	80.3	21.29	224.8	118.2	25.81	25.45	3.65	15.45	10.12
1837.63	56	0.25	164.2	86.3	145	15.37	6.22	20.5	75.3	20.4	229	116.8	25.61	25.75	3.42	15.3	9.85
1843.2	56	0.26	174	83	147	15.25	6.29	20.11	76	20.25	225.4	116	26.5	25.75	3.4	15.19	10.6
1965.17	57.85	0.27	185.7	92.4	150	15.5	6.57	22.9	83.3	22.5	235	122.9	28.88	26.61	3.74	16.03	11.99
1927.35	56.3	0.26	179.9	92.4	149.9	15.5	6.47	22.99	81.75	21.94	229.3	118.2	28.15	26	3.69	15.84	12.07
1926.12	55.1	0.25	181.8	92.15	152	15.5	6.45	22.99	81.8	22.21	233	119.8	28.19	26	3.68	16	11.97
1978.51	56	0.25	190.5	92.05	152.6	15.58	6.52	23.5	85.7	23.2	233	119.4	30.5	26.51	3.63	16.1	12.28
2005.54	57.4	0.24	186	93.8	151.9	15.47	6.64	23.85	84.5	23.7	231.1	119.5	31.1	26.4	3.71	17.62	12.11
2041.32	57.5	0.25	195	98	154.5	15.3	6.8	24.8	87	24.25	230	123	32	26.21	3.84	17.35	12.38
2002.85	57.4	0.24	195	96.5	149.5	15	6.79	23.8	83.5	23.9	221.6	121.2	31	25.6	3.87	17.6	12.18
1959.86	56.35	0.26	179	92.5	151	15.3	6.73	22.4	78.4	22.25	231	119.5	31	24.51	3.79	17.69	11.9
1920.28	56	0.25	163.9	91.4	149.5	15.11	6.49	21.85	75.4	20.93	221.3	116.3	30.1	25.25	3.65	17.74	11.36
1962.39	57.5	0.25	165.2	92.5	147	14.95	6.53	22.05	77.4	21.61	229.3	118	31.65	26.7	3.69	17.62	11.6
1969	58.5	0.25	168	93.5	148	14.8	6.57	22.5	76.1	21.3	228	118.9	31.9	26.75	3.73	17.7	11.9
1937.89	58.5	0.25	163.5	93	151	14.71	6.36	22.21	75.3	20.91	222	114.1	31.6	26.2	3.76	17.31	12.1
1968.71	57.5	0.24	164.1	93	149	14.75	6.46	22.67	76.6	21.3	218	118.9	32.69	26.9	3.74	17.5	12.35
1916.76	56	0.23	160	91.55	149.9	14.72	6.12	21.5	74.5	20.3	215	118.5	30.5	26.95	3.6	17.35	11.79
1802.37	54.4	0.23	147	82.6	147.3	14.17	5.7	18.8	70.1	18.9	209.2	108.4	29	25	3.37	16.7	10.8
1814.29	55	0.23	147	86.1	143	14.25	5.71	18.26	69.75	18.8	210.2	111.7	28.5	25.6	3.33	17.14	10.5
1845.56	55.9	0.24	151.2	89.55	147	14.82	5.71	18.37	70.55	18.25	213	114.5	29.1	26.22	3.38	17.1	10.55
1808.68	55.9	0.22	147.6	88.15	147.5	14.99	5.65	17.21	70.5	17.44	206	113	27.7	26.14	3.26	16.59	10.47
1801.03	55.95	0.23	149.2	90.6	145	14.5	5.41	16.99	69.7	17.19	205	114.5	27.01	26.05	3.27	16.51	10.55
1814.62	56.8	0.25	154	93.75	144.4	14.22	5.62	17.31	70.2	16.89	207.3	114.4	27.29	26.12	3.36	16.65	10.41
1830.43	57.9	0.25	154	92.75	144.1	14.2	5.76	17.48	69.8	16.61	205	116.5	27.45	26.48	3.48	17	10.29
1879.35	59.05	0.25	162	98.2	146.4	15	5.94	18.05	71.9	17	206	118	28.3	27.1	3.6	17.42	10.83
1883.03	57.45	0.24	156.6	94	144	14.5	5.89	17.9	71.35	17	205.2	121.4	28.88	27.4	3.57	17.86	10.56
1846.99	54.15	0.25	155.5	93	141.3	14.94	5.84	18.1	68.9	16.84	206.7	116.9	27.72	26.97	3.62	17.8	10.58
1810.08	52	0.27	149	91.9	141.1	14.42	5.69	17.6	67	16.3	206	114	26.62	26.75	3.65	17.72	10.1
1807.35	51.95	0.26	147.5	94.15	141.8	14.11	5.76	18.09	65.45	16.38	205.1	112	26.89	27.1	3.5	17.85	9.95
1814.78	51	0.26	151.8	91.6	140	14.2	5.6	17.6	65.4	17	204.5	114.3	26.5	27.95	3.59	17.7	10.5
1865.18	51.9	0.27	157	96.5	144.8	14.61	5.84	18.2	68	17.6	208.3	118	28	28.55	3.75	17.31	10.95
1824.55	51	0.27	157	93.75	140.9	14.13	5.67	17.8	69.8	16.9	202.3	115	27	27.82	3.42	16.87	10.22
1847.06	51	0.27	159.5	91.5	138.1	14	5.61	17.8	70	16.8	204	118.3	27.6	28	3.5	17.45	10.15
1841.33	52.5	0.28	165.5	94.5	140	13.8	5.72	18	64.2	16.7	209	122	26.85	28.45	3.6	17.35	10.15
1854.31	53.95	0.29	162	95.5	140.4	13.8	5.84	18.43	62.75	16.5	210	124	27.09	28.24	3.82	17.55	10.68
1858.27	54.4	0.31	163.1	94	138.4	13.8	5.67	18.3	63.05	16.87	210	123.6	27.83	28.4	3.88	17.49	10.17
1874.53	54.25	0.32	161.7	94.7	142.5	14.01	5.54	18.99	63	17.2	212	125.6	28.1	28.3	4.07	17.95	10.07
1798.51	52.9	0.31	150.8	88.8	137.4	13.79	5.22	18	59.35	16.9	206	121	26.58	26.87	3.94	17.68	9.7
1749.82	51.75	0.3	140	83.5	134.2	13.45	5.06	18.15	58.55	16.5	209.1	114.5	26	25.99	3.8	17.49	9.3
1686.54	51	0.29	128.5	79.55	132	13.45	4.75	17	55.9	15.85	202.5	106.2	24.94	24.85	3.59	17.97	9.25
1739.79	51.9	0.3	132.8	81.5	135.7	13.9	4.88	17.6	57.4	16.13	203	110	26.01	25.4	3.68	18.9	9.5
1767.44	52.3	0.3	135	82.8	136	14.05	5.02	17.65	58.7	16.42	208.4	113.3	26.49	25.39	3.69	19.27	9.7
1712.65	49.9	0.29	131.5	81.9	131.3	13.97	4.92	17.15	55.1	16.06	201.8	107.9	25.28	24.93	3.73	18.95	9.9
1695.32	49	0.29	133	81.5	130	13.7	4.81	17.1	56	15.75	201.5	106.9	24.4	24.8	3.7	18.6	9.8
1660.91	48.5	0.28	123.5	76.4	130	13.44	4.55	16.85	53.75	15.73	201.9	99.6	24.9	24.22	3.65	18.91	9.55
1657.28	48.5	0.28	120	75.8	128.5	13.31	4.5	15.89	53.2	15.9	204.9	100.6	24.98	24.23	3.58	18.85	9.49
1698.31	48.9	0.29	123	75.5	132.1	13.4	4.6	15.9	55.8	16.4	209.2	103.8	25.7	25.55	3.72	18.92	9.92
1763.4	48.97	0.3	129.3	78	125.7	13.18	4.74	15.89	57.1	17.04	215.1	112.6	27.36	27.18	3.95	19.41	10.09
1784.55	49.85	0.3	132	79.8	128	13.45	4.82	16	58.4	17.46	218	113.5	28	27.3	4.13	19.39	10.07
1770.4	49	0.29	134	81.15	127.1	13.59	4.9	16.36	58.4	17.38	216.2	111.9	28.35	27.13	3.81	18.81	10.19
1784.94	49.05	0.29	130	84.3	132	13.72	4.97	17	56.2	17.5	222.5	115	28.6	26.45	3.8	19.6	9.94
1740.83	48	0.29	127.4	86	128.8	13.97	4.92	16.35	53	16.7	212	115	26.5	26	3.71	19.59	9.74
1653.63	46.05	0.29	118	81	131.9	14	4.63	15.56	51	15.9	205.5	104	24.85	24.2	3.52	19.35	9.05
1684.3	46.56	0.29	122	80.5	130.1	13.74	4.64	15.55	53.8	16.4	205	104.6	25.49	24.29	3.5	20.2	9.1
1668.1	45.3	0.29	124.6	80	127	13.8	4.52	15.8	53.4	16.61	205	101	26.24	23.2	3.49	19.85	9.23
1629.76	45.65	0.27	116.5	76.6	130	13.76	4.33	15.8	51	16.82	198	93.2	26.53	23.15	3.28	19.55	8.99
1523.8	44	0.22	102.4	68.6	126.3	13.68	4.04	14.8	46.45	16.4	192	83.3	24.52	21.43	2.96	19.23	8.35
1511.85	43.7	0.22	105	68.15	126.7	13.55	4.02	14.8	45.69	16.54	191	83.5	23.8	21.42	2.99	18.8	8.51
1517.45	44.5	0.22	109.7	69.9	123.1	13.08	3.97	14.78	43.8	15.78	184.3	86.6	23.59	21.28	2.96	19.4	8.85
1574.81	44.7	0.21	121.2	75.8	129.5	13.4	4.15	15.13	46.4	15.9	194.6	93	24.2	22.99	2.96	19.16	9.13
1623.91	44.65	0.22	127.7	78	128	13.25	4.16	15.2	50.4	16	194.2	97	25.29	24.15	3	19.55	9.26
1633.3	45.1	0.22	128	81.5	126.5	13.89	4.14	15.55	50	14	200.2	98	24.85	24.47	3.02	20	9.09
1552.71	44.7	0.21	124	78.7	128	13.7	3.85	14.9	50.05	12.2	200.5	91	21.85	23.35	2.88	18.96	8.96
1550.43	44.63	0.21	125	79.5	127.1	13.95	3.82	14.9	49.4	12.51	203	89.9	22.01	23.5	2.9	18.9	9.1
1506.5	44.84	0.2	120	76.9	126	13.94	3.6	14.35	46.02	12	204	86.45	21.6	22.49	2.79	18.5	8.8
1487.71	43.8	0.21	118.3	73.4	126	13.4	3.6	14.1	45.19	12.02	198.5	85.25	21.26	22.16	2.82	18.61	8.68
1452.81	44.43	0.21	115	69	121.5	13.33	3.55	14.01	42.82	11.69	202	83.4	20.99	21.62	2.75	18.01	8.78
1481.61	45.15	0.21	120.3	69.25	121.7	13.88	3.7	14.38	43.5	12.13	209	86.25	21.23	22.24	2.84	18.34	8.9
1513.7	45.7	0.22	123.9	71.9	118.2	13.87	3.75	14	44.45	12.26	205.9	90.05	21.67	22.91	2.8	19.03	8.69
1488.8	46.15	0.21	119.9	69	119.1	13.41	3.44	14.5	42.5	12.45	201	88	21.49	22.4	2.76	18.74	8.97
1494.19	46.2	0.21	111	69	116.2	12	3.26	14.5	43.1	12.4	204.6	86.85	22.02	22.25	2.78	18.82	9.26
1500.95	46.23	0.22	108.7	70	120	12.74	3.23	14.63	43.9	11.99	209.4	85.5	22.25	21.9	2.79	18.75	10.68
1481.42	46	0.21	106.2	70.95	115	13.91	3.19	14.41	44.1	11.47	209	85.5	21.93	21.7	2.78	18.02	10.44
1455.67	45.2	0.21	105.3	71	113.1	14.19	3.19	14.3	42.05	11.3	209.5	81.55	21.9	20.6	2.76	18.05	10.49
1476.46	45.5	0.22	108.5	73.5	110	14.2	3.26	14.4	43.57	11.44	207	82.9	22.25	20.91	2.86	18.1	10.76
1444.88	45	0.22	103.2	70	110.5	13.87	3.15	14.45	41.9	11.32	210	79.35	21.95	20.22	2.87	17.86	10.8
1461.22	45.35	0.21	103.5	70	113.1	14.4	3.18	14.9	41.75	11.3	210	81.7	22.38	20.65	2.93	18	10.5
1401.92	44.8	0.21	96.2	69	109	14.6	3.06	14.18	37	10.8	201.4	76.75	21.55	19.4	2.82	17.91	10.02
1380.24	45	0.21	92.7	69.2	112.8	14.07	2.89	13.21	35.2	10.66	207	75.6	21.04	19	2.7	18.15	9.34
1372.47	44.99	0.2	95.1	70.5	115.4	13.5	2.88	13.28	34.15	10.73	208.2	77.5	20.6	19.19	2.68	17.7	9.05
1392.76	45	0.21	96.5	69.5	113	13.7	2.88	13.37	35.5	11.21	207.5	76.9	21.45	19.65	2.75	17.86	8.91
1345.15	42.88	0.21	99	64.5	110.2	13.7	2.6	12.5	32.62	10.8	190.5	73.05	21.21	18.9	2.56	18.1	8.9
1361.08	43.98	0.21	93.4	65.95	113	13.68	2.61	12.67	33.25	10.29	189	74	22	18.94	2.5	18.35	8.6
1365.16	42.98	0.21	100.7	67.55	111.1	13.8	2.69	12.59	33.8	10.25	192.3	76	22	19.35	2.44	18	8.5
1383.1	43	0.22	105	69.5	114.4	13.8	2.74	12.5	33.01	10.3	190	77	21.85	20.02	2.48	18.5	8.65
1405.94	43.99	0.23	107.5	73	112	14.46	2.89	12.55	33.85	10.42	195.6	77.7	21.85	21	2.46	18.52	9.27
1337.78	40.9	0.22	97	69.9	105	14.05	2.81	12.45	33.9	9.91	182	67.85	20.75	19.82	2.35	18.1	8.97
1327.64	40	0.21	100	66.8	105.4	14.53	2.94	12.56	33	9.86	187.9	70	19.31	20.46	2.2	18	9
1435.65	41.57	0.23	115.2	73.4	109.5	14.9	3.3	12.56	34.5	10.05	191	86	20.74	23.12	2.22	18.84	9.25
1492.21	42.7	0.23	123.5	79.35	115	15.4	3.5	12.9	33.55	10.15	190	93.65	21.4	25.1	2.25	19.09	9.62
1494.41	43.2	0.22	126.5	83	108.1	15.5	3.55	12.88	32.5	9.86	192.8	94.05	21.93	24.95	2.26	18.99	9.69
1543.58	44.67	0.24	131	88	109.1	15.51	3.64	13.22	34.1	9.91	194.4	100	22.5	26.11	2.4	19.1	10.02
1584.14	44.99	0.22	133.7	91.9	110.1	15.43	3.72	13.05	36.58	10.14	199.9	104	22.95	26.75	2.48	19.3	10.73
1578.37	42.62	0.21	137	90	112	15.29	3.87	12.3	37.45	9.7	200	103.8	23	27	2.4	19.1	10.85
1531.73	43.4	0.2	128	84	110	15.3	3.77	12.68	35	9.47	208.5	99.5	22.7	25.5	2.2	18.75	10.85
1487.29	44.5	0.19	119.5	77	112.2	14.67	3.39	11.92	32.5	9.15	201	97.15	21.4	24.6	2.02	18.89	10.27
1479.86	44.16	0.19	116.3	78.1	115.8	14.25	3.3	11.75	31.5	8.6	197	97.1	20.8	24.4	2.08	19.1	10.3
1459.34	44.5	0.19	114.8	78.4	115	14.5	3.3	11.85	29.1	7.25	196.5	95	19.76	24.5	2.14	19.5	9.38
1532.55	45.38	0.2	126	83	115.9	14.79	3.35	12.42	28.98	7.25	196	104.1	21.34	26.3	2.28	19.75	11
1594.92	47	0.2	137	88	119	14.63	3.7	13.2	30.1	7.8	204	109	22.4	27.8	2.47	19.75	11.85
1611.22	47.44	0.2	139.5	87.4	121.4	14.53	3.67	13.5	30.14	8.18	206	109.4	22.1	28.99	2.55	19.95	11.95
1627.89	47.99	0.2	139.3	87.4	122.7	14.4	3.8	13.84	29.8	8.81	202	108	23	29.45	2.6	20.2	12.05
1608.43	47	0.2	135.5	84.55	117.9	14.21	3.85	13.73	29.1	9.32	200	107.1	22.58	28.53	2.57	20.4	12.3
1664.39	48	0.21	140	89.4	119.9	14.3	3.87	13.97	30.85	9.6	199	113	23.75	29.89	2.59	20.53	12.43
1611.48	46	0.2	139.5	83.5	118	14.2	3.79	13.5	27.5	9.38	192.9	107.9	23.4	28.35	2.47	20.89	12
1619.92	46	0.2	134.5	86	120.3	14.2	3.89	13.7	28.1	9.91	202	105.2	23	29.7	2.5	20.69	12
1678.77	47.48	0.21	149.7	92.85	122.4	13.95	3.9	13.94	31.29	10.52	203	110.5	24.5	29.98	2.55	21	12.44
1642.78	45.67	0.21	163.2	93.3	123	14.1	4.07	14.09	31.62	11.24	198	105	23.5	28.8	2.53	20.5	12
1644.72	45.59	0.21	160.5	93	126.2	14	4.13	14.39	31.7	11.09	197	105.2	23.6	29.6	2.6	20	12
1705.23	46.18	0.23	170.7	98	124.8	14	4.35	14.9	31.23	11.58	199.5	112	25	30.5	2.7	20.59	12.29
1684.35	46	0.22	176	99	122.2	14.11	4.25	14.6	29.8	11.49	201.3	110	24.98	29.49	2.65	20.54	12.02
1701.23	45.05	0.23	178.4	101.7	121.7	13.85	4.4	14.67	29.6	11.7	201.8	112	25.48	29.99	2.78	20.23	12.23
1766.12	46.73	0.24	193.1	106	126.9	13.95	4.55	15.6	31.12	11.96	202	118.2	26.3	32	2.86	20.3	12.58
1791.71	47.5	0.26	200	109.4	126.2	13.86	4.77	15.01	31.5	12.06	203	121.9	26.26	33	3.01	20.13	12.93
1817.37	48.7	0.26	202	111.8	126	14	4.9	15.5	32.7	12.15	211.5	123	26.5	34.33	3.05	19.87	13
1863.25	47.99	0.25	210	112	124.3	13.97	5.02	15.25	33.1	12.41	211	126.5	27.6	35.87	3.03	20.29	13.72
1887.85	48.5	0.25	215.5	114.2	126	13.99	5.25	15.5	33.19	12.25	210	130.8	26.93	37	3.03	20.5	13.94
1920.44	48.77	0.26	217.6	117	129.3	13.95	5.5	16.15	33	12.74	206.3	136.3	27.9	37.42	3.1	20.5	13.99
1877.44	47.8	0.22	207.5	116.4	125.2	14.07	5.13	15.75	30.5	12.44	205	134.9	27.08	36.55	3.08	20.48	13.89
